0.036196,0.046063,0.05501,0.063871,0.072672,0.080997,0.090375,0.098007,0.10513,0.11212,0.1193,0.12717,0.13499,0.14264,0.15031,0.15801,0.16405,0.17089,0.1783,0.18851
0.036486,0.03416,0.031625,0.029286,0.027267,0.025473,0.024256,0.023563,0.024076,0.023515,0.024105,0.024163,0.024786,0.02475,0.024803,0.025715,0.025654,0.025481,0.024619,0.023033
-0.074311,-0.055087,-0.034194,-0.013816,0.0070579,0.027624,0.046253,0.065995,0.084902,0.1063,0.12451,0.14427,0.16367,0.18274,0.20175,0.22015,0.23996,0.26027,0.28091,0.29984
0.13083,0.11855,0.10634,0.093951,0.08211,0.070704,0.060177,0.050897,0.043428,0.034153,0.026196,0.018958,0.011901,0.0037242,-0.0043405,-0.011593,-0.020166,-0.028617,-0.038463,-0.048641
0.26679,0.26196,0.25505,0.24792,0.23975,0.23012,0.21722,0.20123,0.17946,0.16322,0.1421,0.12457,0.10198,0.082364,0.0627,0.040773,0.021992,0.0044857,-0.010702,-0.022113
-0.22857,-0.18102,-0.13465,-0.087568,-0.040972,0.0062074,0.054213,0.10266,0.15206,0.19935,0.24931,0.29791,0.34638,0.39529,0.44426,0.4938,0.54314,0.59162,0.63927,0.68669
0.25811,0.22902,0.19918,0.16995,0.14027,0.11138,0.083371,0.055998,0.029964,0.0015775,-0.023816,-0.051432,-0.078661,-0.10538,-0.13206,-0.15817,-0.18401,-0.21116,-0.23921,-0.26835
0.20936,0.20254,0.19683,0.19135,0.18536,0.1783,0.16975,0.15935,0.14602,0.13628,0.12326,0.10939,0.096607,0.084329,0.072013,0.058897,0.045974,0.034437,0.024277,0.015996
0.44634,0.41437,0.38416,0.35398,0.32485,0.29746,0.27302,0.25262,0.23821,0.21799,0.20257,0.185,0.17105,0.15457,0.13798,0.12296,0.10644,0.087609,0.067225,0.041361
-0.081232,-0.070555,-0.059341,-0.048923,-0.038367,-0.028266,-0.018631,-0.01032,-0.0032596,0.0054786,0.012459,0.020007,0.027291,0.034978,0.042581,0.049445,0.056958,0.064986,0.073774,0.083671
